GaiaDR3_ID,BPRP0,BPRP0_err,G0,G0_err,parallax,parallax_error,dist_pc
1001659495247619584,0.6490954640995985,0.0141500360786645,10.169781557323448,0.0100041828152489,6.431464671680555,0.018118598,155.449661
1011379899590855936,0.6490663357064874,0.0142899805041429,11.95707304569593,0.010092516816608,2.265519627546107,0.01901203,441.430481
1011718858410506112,0.6524082738869195,0.0141642646296821,10.686344109193168,0.0100114060808312,5.251638788720514,0.02326246,190.468796
1015165483766460416,0.7673701099780806,0.0141453726085202,10.084193461919384,0.0100013635369489,6.9134458195581905,0.024098374,144.639725
101743656369506432,0.8018082008294756,0.0155944393667314,11.992976330398196,0.0109338696129676,3.946398510443808,0.015363796,253.240112
1019717221386280704,0.7465810703819451,0.0141881854653042,11.50555581968851,0.0100222126170665,4.369854769293436,0.01922775,228.910522
1019838545622461568,0.7906028903437986,0.0142729587658107,12.400783722714907,0.0100779647692972,2.9119141496627,0.012887712,343.488617
1023838809442456960,0.8334706506251162,0.0141493768818495,10.712741131581636,0.0100009910511228,8.181173280766506,0.012063485,122.260048
1023911858246714240,0.7390117056215891,0.0149019959870486,11.784319993306132,0.010488624795191,2.9764687442525912,0.014574636,335.893829
102554060862792064,0.7238726397015798,0.0166323742940649,11.318604982383889,0.0116064113101978,3.384281562103365,0.02025105,295.625183
1025549786973693312,0.8174750174856396,0.0141454060539379,9.829194696843023,0.0100007890598888,9.422914578216286,0.017633295,106.134613
1032197606073957888,0.6787550591051791,0.014149080222407,9.568765461583505,0.0100021863451565,10.200465090218934,0.013766679,98.0097198
1040685079925868544,0.7859648597066388,0.0142383001367197,11.218836017696216,0.0100618655730155,4.051850223295268,0.019743757,246.808182
1041031769687080960,1.30488376004536,0.0306525965761917,18.107094909626607,0.0100658030822179,7.0854780112378375,0.11288336,140.879364
104133857209010816,0.766616561542008,0.0204768706946434,10.631977174471295,0.0141733211598994,6.655674819598416,0.018803231,150.222412
1042071701528617856,0.8983100000000022,0.0170059124441231,17.173605,0.0100235955542242,28.60094611678374,0.07236077,34.9786072
1042183405038016768,1.836368588720991,0.0141807634814964,13.77569936925148,0.010001627254605,9.638902994494703,0.013967758,103.737083
1047912479093335040,1.0469859999999969,0.0223545905234085,18.03371,0.0100460960312764,21.642518637651104,0.09718029,46.1850739
1057879895596316416,1.8302929999999993,0.0141602565057273,11.484356,0.010004229278405,40.44108808163215,0.0146321,24.7260895
1058284412796260480,0.5813234999999999,0.0144014007199961,15.127092,0.0100045136780369,58.53937345965208,0.021830898,17.0815029
1059745354511870720,0.7547035346877051,0.0141592752363346,11.205021985153994,0.0100061604577174,4.536148436298764,0.012284156,220.413086
1062517807441017088,0.8092849897269913,0.0141583261662372,10.642749730979652,0.0100049298558616,7.224610547659187,0.011821178,138.400131
1064795548857565696,0.8595783859606639,0.01414712573495,9.519268589643978,0.0100005313516143,13.72051330259486,0.012238583,72.867218
1068487708903801344,0.7563665331591223,0.014154346695802,12.08626854034515,0.010003460980659,4.896368913301541,0.012793791,204.196518
1070290358217103104,1.8881811472874692,0.0141908688452905,13.572656404866375,0.0100018310182186,12.342342077107768,0.011582478,81.0163345
1080174624153818368,2.0634239999999995,0.014188919033349,13.594522,0.0100027122299176,18.39213142753035,0.012337135,54.3718109
1080255433962177664,1.0730942449561938,0.0141722225998397,11.73391645101801,0.010004397453807,7.384737289949622,0.01792732,135.383469
1080623048803799040,0.9354014751672854,0.014157062540406,11.323745917450337,0.0100028904213308,10.2319890028893,0.015619386,97.7938232
1080771899485613568,0.7833700855652997,0.0141524250138498,10.838363061770028,0.010002166203859,6.107856984259773,0.010642715,163.723938
1081768705559609088,0.7370690451658178,0.0146524533181419,12.098624292096444,0.0103218288758242,2.015730664428564,0.013909066,496.003662
1098327183172297984,0.7053881103682555,0.0141486421699206,10.804025310122409,0.0100027483848749,6.846825472976661,0.01612043,146.098892
1102617580623007104,0.8116671669104306,0.0141478392467194,10.956003171167868,0.0100021806427668,6.444023920213038,0.019095032,155.165283
1103408232563404416,2.510400268337629,0.0170197181236256,16.545044660335083,0.0100185032270535,6.16716462265749,0.061132777,162.405518
1103516053422089600,2.1452548249303276,0.0262977062954783,16.530979142542442,0.0169896915100911,4.816567742201094,0.06008894,208.579895
1104658583442099840,1.8951080000000005,0.0142102732688518,14.310418,0.0100023540757318,19.88113491077137,0.018973598,50.3190002
1107440107342952320,1.8099660860383897,0.0141692960989605,13.82958529996196,0.0100014717636375,13.784305783803076,0.014711714,72.5625992
1114998184630834560,0.7573404039485885,0.0141516185573266,11.576673791078536,0.0100041596328076,5.903028061270039,0.01484192,169.394424
1117334024067935872,1.220329999999997,0.0245047621086326,18.117529,0.0100553597551671,26.22988004603923,0.105597965,38.1371078
112624285998901760,0.8037554327122465,0.0141733636064443,9.929246274600397,0.0100076897784431,12.15371171143772,0.016434407,82.2711639
113134459394247808,0.8252092571350047,0.0162747513769931,11.566828965809972,0.0113791485981972,4.241379378350051,0.015776938,236.174896
1134665217835388032,0.9364214104955564,0.0141590595975258,11.406662463392236,0.0100021364227066,6.404725312890606,0.013174762,156.207123
1135760571936021504,0.8362712447181808,0.0141767912557786,11.19857594208873,0.0100082824801314,6.228446572803934,0.0135663245,160.580765
1143917573823748736,1.0905177521759186,0.0141522192012691,12.10958357982276,0.0100018971481423,8.613517745829553,0.010482077,116.073868
114603608791592576,0.9803300759540232,0.0187648316102982,11.808599721374636,0.0130344628292269,6.757775976411507,0.015656235,147.981476
1146814340286042624,0.8646565020446739,0.0141859088832523,13.015037562017548,0.0100114324392971,3.4409488571108815,0.012383422,290.539429
1151486233912047360,0.7626987172790398,0.0141600132639563,10.640468445358746,0.0100063126033255,4.628765436205217,0.013654781,216.095566
115243421480191104,0.6737270248357099,0.0156343125443562,11.129318248414954,0.0109533817863337,4.699976982219561,0.025868144,212.532562
1159108770069883136,0.9017864671213428,0.0141712523179259,10.285437396026005,0.0100182658568116,12.41774434559136,0.01714722,80.515213
1161626445538992128,1.018086243618199,0.0143608366671816,11.14109330560474,0.0101365511823551,9.783289161847891,0.019841343,102.208641
1164544274522054528,0.7823378604524179,0.014658111552827,11.226718738249293,0.0103199126728566,6.605590121637969,0.02065819,151.425827
1190767485108882560,0.8153402302742514,0.0149008582861619,11.668184222000932,0.0104774208812093,5.524538271740398,0.01406034,180.972046
1197110056591551872,2.3763260000000006,0.014353204741662,14.559293,0.0100050852813611,14.760324822693716,0.022782482,67.7992859
11987876495486464,0.9475114284281488,0.017455358082234,11.582330757941428,0.012174496677398,7.80965552530337,0.01809127,128.077576
1200562175208214656,2.1965948547959075,0.0506596273167014,18.579193129380076,0.0106340962345305,3.288822438495201,0.19308324,310.806702
1203639265875666304,0.7808750913099795,0.1211142246499067,16.00259039477863,0.0322438091855439,7.622967580044447,0.038922135,131.240479
1205517712770263936,0.970642640672144,0.0214320519215969,12.236574744528626,0.0148054169407662,5.047302007359368,0.010815618,198.16301
1206058191454956672,0.7448743921268169,0.0151941127609229,10.906205071157526,0.010680407155102,7.412293055105187,0.017774632,134.951004
1209321949986151168,2.153392337619804,0.0196241093781187,16.722748240634445,0.0107990592192628,4.36253625852526,0.059659258,229.537476
120936319027311744,0.9946650000000012,0.0253925453087598,17.850004,0.0100896814888157,20.82712817275423,0.13339745,48.0753059
1212160412268732928,1.597852162323691,0.0142150293921493,13.071649247151072,0.0100134422683266,12.124849258109304,0.014037404,82.4658813
